url,title,image_url,description,ingredient,step,match_ingredient
https://icook.tw/recipes/97474,烤鮭魚鮮蔬蛋盅,https://dbjdsnch130xu.cloudfront.net/uploads/recipe/cover/97474/large_ff72d078e3605dd4.jpg,主婦在家一個人的午餐，走的是簡單、走的是快速、走的是清冰箱路線，而烤蛋盅就是其中的一道，雖為無需繁瑣技巧但是端上桌卻是頗有騙人的華麗架勢啊～～歡迎來Swe...,鮭魚（煎熟）|洋蔥（切丁）|綠花椰|罐頭玉米粒|鹽、黑胡椒|雞蛋|,1.將洋蔥切丁、綠花椰菜切一口大小並去除老皮、煎熟的鮭魚扳大塊|2.將洋蔥丁先爆香後，下綠花椰菜拌炒一下再蓋上鍋蓋悶煮一會，最後下鮭魚、玉米粒、鹽、黑胡椒拌均勻|3.將步驟2裝填入烤皿盅，中間略壓一個凹槽後打顆蛋進去，再放進預熱200度西烤箱，烤至蛋至喜愛的熟度即可|,鮭魚|洋蔥|玉米|胡椒|蛋|優格|
https://icook.tw/recipes/77109,台式滷肉飯,https://dbjdsnch130xu.cloudfront.net/uploads/recipe/cover/77109/large_145bb3f61da7fb38.jpg,"滷肉飯是我家最愛的台灣小吃之一。香氣十足又好吃的滷肉飯建議選擇帶皮的五花肉,經過細火慢燉之後豬皮的膠質完全融入在肉汁裡,濃厚的肉汁淋在熱騰騰的米飯上,滷到...",帶皮五花肉|水煮蛋|紅蔥頭|醬油|米酒|味霖或冰糖|黑楜椒粉|五香粉|水|,"1.準備所有材料。將雞蛋用一鍋水放入一匙鹽煮至熟(約6~8分鐘)去殼備用。帶皮五花肉切成丁狀(將豬皮及豬油另裝一盤備用),紅蔥頭切片狀。|2.準備一個燉鍋,將鍋子加熱放入豬皮及豬油用小火慢慢煸出油脂|3.當豬油的油脂變多時加入紅蔥頭爆香|4.將紅蔥頭拌炒爆香至焦黃狀|5.加入肉丁拌炒至上色|6.依序加入醬油,味霖或冰糖,五香粉及黑胡椒粉一起拌炒出香氣|7.倒入米酒煮至酒精揮發,加入水煮蛋和適量的水(超過材料即可),蓋上鍋蓋小火燉煮約50~60分鐘|8.燉煮的過程中,豬皮的膠質都融化在肉汁裡,滷蛋也吸收了肉汁的美味|9.美味的滷肉燥不只搭配米飯好吃,拿來拌麵拌米粉或拌青菜都好適合。|",蛋|蔥|油|糖|優格|
https://icook.tw/recipes/97990,簡單快速又美味的『香蒜抹醬』,https://dbjdsnch130xu.cloudfront.net/uploads/recipe/cover/97990/large_50cea2bb022a090d.jpg,這款香蒜抹醬不論是用來做大蒜麵包、小餐包還是抹醬麵包，真是永遠都吃不膩！製作非常的簡單，只要家裡有果汁機或食物調理機~~~~除去剝蒜頭的步驟，製作過程花不...,蒜頭|無鹽奶油|植物油|起士粉|鹽|糖|乾燥青蔥|,1.準備所有食材|2.將蒜頭去皮切去蒂頭後，與其他材料丟進食物調理機裡。|3.啟動機器將所有食材打勻。(不用30秒)|4.沒看錯，你完成了！質地非常的綿滑，香氣也濃郁的香蒜青蔥抹醬！|5.查看香蒜抹醬的其他應用，請見：http://sarah228.pixnet.net/blog/post/192385839|,蒜|奶油|油|鹽|糖|蔥|優格|
https://icook.tw/recipes/29504,台式泡菜,https://dbjdsnch130xu.cloudfront.net/uploads/recipe/cover/29504/large_84f048984e026be0.jpg,"一個好友教我做的台式泡菜,非常爽口.",高麗菜(半個)|紅蘿蔔|白糖|蜂蜜|白醋|大蒜|檸檬(可有可無)|鹽|水|話梅|,"1.高麗菜洗淨,撥片,把高麗菜放入乾淨的塑膠袋中,放入鹽,封口搖一搖.放置十五分|2.紅蘿蔔切絲, 高麗菜用冷開水(不要用生水)沖乾淨,可去高麗菜苦味|3.鍋內放入糖,水,醋,話梅,蜂蜜, 煮滾待涼.|4.高麗菜,紅蘿蔔,蒜頭平均放入罐內,比煮好的汁倒入,最後擠上檸檬,放入冰箱,放置兩天即可食用|",高麗菜|糖|蜂蜜|醋|蒜|檸檬|鹽|優格|
https://icook.tw/recipes/85545,匈牙利紅椒燉牛肉燴麵-【五木@好市多】,https://dbjdsnch130xu.cloudfront.net/uploads/recipe/cover/85545/large_b7564443096fdbe2.jpg,帶著紅椒香氣的牛排肉質軟嫩，Q軟的五木細關東麵吸附飽滿的醬汁，私房的異國風燴麵一吃上癮喔:))更多詳細料理小撇步請到布魯家的開心廚房逛逛 https://...,五木細關東麵|好市多嫩肩里肌牛排 1片|匈牙利紅椒粉|辣椒粉|馬鈴薯|洋蔥|番茄|洋香菜|黑胡椒|蒜頭|紅酒|番茄醬|高湯粉|辣醬油|,"1.主材料備好。|2.好市多一次採買大份量的嫩肩里肌牛排，肉質鮮嫩價格實惠，分開保存後取用料理超方便美味。|3.將牛排切成適當大小後均勻沾上匈牙利紅椒粉和辣椒粉。|4.適量油熱鍋將蒜頭炒香，牛排下鍋煎到表面微焦香。|5.再將切成塊狀的馬鈴薯和洋蔥、黑胡椒、洋香菜一起下鍋炒香。|6.將炒好的步驟5換到燉鍋中，<span class=""group_1"">調味料</span>及150ml的水加入中大火煮滾後轉小火慢燉約40分鐘。|7.再將切成塊狀的番茄下鍋轉中火煮約15分鐘至湯汁略濃稠即可起鍋。|8.步驟7的同時另起一鍋加了鹽的滾水將五木細關東麵煮熟。|9.將麵鋪底，拌上香氣四溢的紅椒燉牛肉，帶著紅椒香氣的牛排肉質軟嫩，Q軟的麵條吸附飽滿的醬汁，讓人一口接一口停不下來喔:)|",麵|牛排|辣椒|馬鈴薯|洋蔥|番茄|香菜|胡椒|蒜|番茄|油|優格|
https://icook.tw/recipes/30408,~黃金泡菜做法~,https://dbjdsnch130xu.cloudfront.net/uploads/recipe/cover/30408/large_50de0c7ed304db38.jpg,有一年吃到台南的一家很有名黃金泡菜，煩惱買不到，就自己到處找食材試，終於在某一年被我試出味道了\^0^/,鹽|大白菜|辣椒粉|香油|辣豆腐乳|紅蘿蔔|大蒜|白醋|砂糖|,1.醃好後 到出水 怕太鹹 可用開水沖一下|2.|3.|4.|,鹽|辣椒|油|豆腐|蒜|醋|糖|優格|
https://icook.tw/recipes/69782,東坡肉 好吃不油膩,https://dbjdsnch130xu.cloudfront.net/uploads/recipe/cover/69782/large_2305b827496a866e.jpg,東坡肉好吃不油膩連不敢吃肥肉的人都喜歡喔!一點都不難但需要花一點時間悶煮才能有軟Q的東坡肉!,豬五花|青蔥|紹興酒|醬油|紅色砂糖|八角|,1.五花肉洗淨後切成三段，青蔥約10根切段。將青蔥鋪在鍋底，五花肉鋪在青蔥上面。|2.加水至鍋內直到蓋到豬肉一半的高度。並將紹興酒、醬油、 糖和八角一起加入。|3.蓋鍋並開大火待滾了之後轉中小火悶煮。約1小時。過程中每30分鐘翻動一下五花肉，確認醬汁都有附著上。|4.1小時後再加約半杯水入鍋內並翻動下再悶煮20分鐘即可起鍋|,蔥|油|糖|優格|
https://icook.tw/recipes/86033,雲南風雞絲拉麵【五木@好市多】,https://dbjdsnch130xu.cloudfront.net/uploads/recipe/cover/86033/large_a4c1829670aba69c.jpg,好麵條是做出美味麵食不可或缺的先決條件，煮熟瀝乾水份後沾滿醬汁的五木原味拉麵依舊Q彈有勁，用雞腿肉絲取代雞胸肉絲，口感更juicy，炎炎夏日食慾不振，來碗...,五木原味拉麵單片包|好市多台灣土雞骨腿切塊|小黃瓜|胡蘿蔔|花生|香菜|檸檬|鰹魚露|味醂|辣椒|,"1.備料|2.平時就會去好市多買肉，好市多台灣土雞骨腿切塊有合格認證標章，品質有保障且價格合理，雖然份量大，但買回家後只要立即用塑膠袋依每餐所需使用的份量分裝後冷凍，每次要用前取一袋解凍後烹調即可，完全不用擔心這一大盤肉對2人小家庭是沉重的負擔，用俗俗的價錢就可享用新鮮的肉品，超划算！|3.小黃瓜、胡蘿蔔洗淨(胡蘿蔔去皮)刨成絲備用|4.花生放入塑膠袋，用擀麵棍稍微敲碎備用|5.湯鍋水煮沸，放入去皮的台灣土雞骨腿切塊燙熟，撈起稍微放涼後撕成雞絲。(剔去肉的雞骨頭先別急著丟，與湯繼續小火熬煮，加點鹽調味，就是好喝的清雞湯囉)|6.將雞腿絲與<span class=""group_1"">醬汁</span>混合拌勻備用|7.另取一湯鍋，水煮滾後將五木原味拉麵放入煮熟後撈起，用冷開水沖洗一下口感更Q彈|8.將五木原味拉麵、黃瓜絲、胡蘿蔔絲與雞腿絲和醬汁一起拌勻|9.最後灑上碎花生、香菜，清爽開胃的雞絲拉麵完成|",麵|小黃瓜|花生粉|香菜|檸檬|辣椒|優格|
https://icook.tw/recipes/67321,金讚鮮蝦粉絲煲【年菜料理】,https://dbjdsnch130xu.cloudfront.net/uploads/recipe/cover/67321/large_23ae6d0f440395fe.jpg,今天購買來自宜蘭金車的鮮蝦，經特別篩選包裝成一袋的鮮蝦，在這年味漸濃的時刻，決定嘗試「金車鮮蝦粉絲煲」，粉絲吸飽鮮蝦的鮮美汁液，使得粉絲更加美味，這真的是...,金車鮮蝦|粉絲|蒜頭|薑|蔥|米酒|干貝蠔油|醬油膏|黑醋|冷開水|,"1.準備食材|2.蒜、薑、蔥切未備用|3.粉絲泡水軟化|4.中間剪一刀備用|5.將醬汁調勻備用|6.蝦洗淨瀝乾水份，去頭份尖刺、眼及腳|7.從蝦子身體第一節及第二節殼中間，用牙籤可以輕鬆清除泥腸|8.完成清理工作的鮮蝦備用|9.預熱砂鍋, 熄火|10.起油鍋|11.達180℃的高溫|12.將蝦子丟入立即蓋上鍋蓋以免發生油爆，炸15秒|13.炸15秒後撈起蝦子瀝油, 備用|14.將蝦油放入鍋中備用|15.加入適量炸蝦的油到鍋中|16.加入一半的蒜未爆香|17.加入薑未爆香|18.倒入醬汁|19.等醬汁煮滾|20.加入蝦子煨煮|21.蝦子熟了,身體會彎起來|22.就撈起瀝油, 備用|23.放入粉絲煨煮|24.粉絲上色後, 倒入預熱好的砂鍋中|25.舖排上蝦子|26.撒上蔥花, 淋上少許米酒, 蓋上鍋蓋悶一下|27.取3匙炸蝦油|28.加入剩下一半的蒜未, 看蒜未周圍呈金黃色即可|29.將蒜油均勻淋上鮮蝦|30.上桌前在砂鍋蓋上再淋一些米酒來增加香氣|31.在擺上福字, 象徵福到了|32.在新的一年裡, 祝大家有個好彩頭!|",蝦|蒜|薑|洋蔥|油|油|醋|優格|
https://icook.tw/recipes/97882,自己做皮蛋吧 （附影片） 皮蛋DIY,https://dbjdsnch130xu.cloudfront.net/uploads/recipe/cover/97882/large_83a143fbc58f8e41.jpg,"皮蛋製作不再是迷,葛自告奮勇跟大家分享怎麼 簡單輕鬆在家做皮蛋！ 暗黑料真有致命吸引力....作好超有成就感. 簡單說 皮蛋就是鴨蛋泡鹼 15 天 ,  ...",鴨蛋|手套|保護鏡|湯鍋|礦泉水|氫氧化鈉|鹽|,"1.把鴨蛋洗好 (自然乾)|2.開始熱下礦泉水,所以可以把 <span class=""group_1"">鹼水</span>  鹽 氫氧化鈉 溶解 降到室溫,乾的蛋放入瓶中 <span class=""group_1"">鹼水</span> 放入罐內 放15天|3.15天後 ,用水稀釋鹼水, 拿出鴨蛋 , 再用保鮮膜包好,再放15天 後就可以使用了!|",蛋|鹽|優格|
https://icook.tw/recipes/97341,Mimi♥口袋土司,https://dbjdsnch130xu.cloudfront.net/uploads/recipe/cover/97341/large_c41423df99f65c26.jpg,將繽紛的蔬菜沙拉裝進土司裡，就是可愛的口袋土司，簡單易做的好吃早餐！咪咪愛料理歡迎你！ FB社團： https://www.facebook.com/gr...,厚片土司|馬鈴薯|蛋|冷凍豌豆玉米|火腿丁|美乃滋|黑胡椒|,1.將馬鈴薯切丁，水煮15分鐘取出瀝乾。雞蛋一起煮10分鐘取出，冷水沖過後剝殼切碎。|2.將冷凍豌豆玉米川燙2分鐘，取出瀝乾。|3.將馬鈴薯及蛋拌入美乃滋，拌勻。|4.將豌豆玉米及火腿丁拌入美乃滋，拌勻。|5.厚片土司對切成兩份，在中間用剪刀剪出口袋。|6.將兩種沙拉分別裝入，裝好後撒上黑胡椒即完成。|,馬鈴薯|蛋黃醬|玉米|胡椒|優格|
https://icook.tw/recipes/97863,鮭魚柳佐小黃瓜泥（穀盛壽喜燒）,https://dbjdsnch130xu.cloudfront.net/uploads/recipe/cover/97863/large_2f7c35ec14f689aa.jpg,酥炸的鮭魚條佐以小黃瓜泥，清清爽爽不油膩，第一次如此搭配，卻讓我感覺＂驚訝,鮭魚排|芽菜|小黃瓜|壽喜燒醬|米酒|胡椒粉|塩|地瓜粉|,1.醃料：米酒、塩、壽喜燒醬、胡椒粉|2.拌勻地瓜粉|3.半煎炸至金黃|4.芽菜鋪底，擺上魚柳、撒上胡椒粉，佐小黃瓜泥|,鮭魚|小黃瓜|胡椒|優格|
https://icook.tw/recipes/97627,生菜夾韓式燒肉,https://dbjdsnch130xu.cloudfront.net/uploads/recipe/cover/97627/large_949edf4150331092.jpg,菜夾肉是我最愛的韓式Party菜了，吃起來鹹鹹甜甜的，幾乎沒人不愛，而且自己動手組合著要入口的菜，有說有笑，沒有什麼比這個還開心的了。- 歡迎大家到我的粉...,五花豬肉片|蒜頭|辣椒|青蔥|紅蘿蔔|新鮮香菇|洋蔥|韓式辣醬|生菜(結球萵苣)|醬油|味醂|蜂蜜|薑泥|黑胡椒|芝麻油|米酒|水|,1.將蔥切段；紅蘿蔔、香菇、洋蔥切絲；辣椒切小塊；4瓣的蒜頭2瓣壓扁、兩2瓣切成蒜片後備用。|2.將豬五花肉片與醃料混合醃製約15分鐘。|3.起油鍋，將壓扁的2瓣蒜頭與洋蔥一起爆香。(炒出香味即可，不用炒軟。)|4.將香菇與紅蘿蔔一起入鍋拌炒。(一樣炒出香味即可。)|5.將醃製後的豬五花與醃料一起入鍋炒熟。|6.等到豬五花熟透、湯汁也約略收乾後，加入青蔥，將青蔥拌炒熟後即可起鍋，起鍋後灑上適量的白芝麻就完成了。|7.將韓式燒肉夾入菜中，再依照個人的喜好加入蒜片、辣椒、韓式辣醬...(白飯、年糕、泡菜)等等。是不是相當豐富的一道菜，下次Party別忘了這道菜~ 相信大家一定都會很喜歡。|,豬肉|蒜|辣椒|蔥|洋蔥|油|蜂蜜|薑|胡椒|油|優格|
https://icook.tw/recipes/97572,牛奶杯子蛋糕,https://dbjdsnch130xu.cloudfront.net/uploads/recipe/cover/97572/large_3b6571dfb83a9d91.jpg,用全蛋打發的方式做蛋糕最方便了，配杯咖啡或茶，就可悠閒享用下午茶點心～,蛋|砂糖|低筋麵粉|無鋁泡打粉(可不加)|鹽|牛奶|無鹽奶油|表面裝飾: 糖粉(可省略)|,1.準備食材秤好重量，粉類過篩，冷藏蛋可泡在熱溫水中回溫。|2.全蛋用電動攪拌器先低速打散後，砂糖分２～３次加入，用高速打至泛白膨鬆有摺痕。|3.將過篩的粉類分２次加入打發的蛋液中，以切拌的方式混勻至沒有粉粒狀。|4.牛奶和無鹽奶油，倒小鍋中以小火加熱至奶油融化即可（勿煮沸）。|5.再直接倒入麵糊中，以切拌的方式攪拌均勻。|6.將麵糊倒入紙模中約９分滿，並輕敲出氣泡。|7.出爐稍冷卻後，用篩網在蛋糕表面灑些糖粉。|,蛋黃醬|糖|麵粉|鹽|牛奶|奶油|糖|優格|
https://icook.tw/recipes/20775,阿基師是神-鳳梨蝦球 Shrimp with pineapple ,https://dbjdsnch130xu.cloudfront.net/uploads/recipe/cover/20775/large_bff6567bdea3067e.jpg, name=,去殼去腸泥白蝦|瀝乾鳳梨罐頭並切塊|太白粉|蛋黃|鹽|美乃滋|玉米粉|美乃滋|檸檬汁|,1.|2.|3.|4.|,蝦|鳳梨|蛋黃醬|鹽|玉米|檸檬|優格|
https://icook.tw/recipes/97859,✿香草卡士達醬✿成功無水氣小撇步,https://dbjdsnch130xu.cloudfront.net/uploads/recipe/cover/97859/large_c635f98eae91eee8.jpg,許多甜點類都會用到的卡士達醬，是道必學的點心填料~香草卡士達醬的製作不難，多練習幾次便可抓到無水氣小訣竅以及好的口感與質地~ஐ 俏媽咪潔思米 粉絲專頁ஐ ...,牛奶|香草莢|蛋黃|砂糖|低筋麵粉|玉米粉|,1.*香草籽刮出後，與牛奶在小鍋中中小火煮沸。|2.*蛋黃與砂糖攪拌拌勻。|3.*過篩低粉以及玉米粉與蛋黃糊拌勻至看不見乾粉。|4.*牛奶沸騰後，將牛奶一點點倒入蛋黃糊中以避免燙熟蛋黃，以打蛋器慢慢拌勻。|5.*蛋黃糊降溫後便可加快速度倒完牛奶，並混勻整個麵糊。|6.~|7.*卡士達醬滴落時紋路不消失即可。|8.*將卡士達醬放入保鮮盒中鋪平，蓋上保鮮膜，保鮮膜完全貼合卡士達醬，用手把空氣輕輕排出，以免產生水蒸氣，使卡士達醬水份過多味道改變~|9.*放入冰箱冷藏半小後冷卻變可使用~|10.*使用前用刮刀稍微再按壓一下成為滑順的狀態。放入擠花袋備用即可~|11.燈燈!香甜不膩的香草卡士達醬作好了喔~|12.下篇食譜會分享草莓卡士達泡芙製作喔~^.^~|,牛奶|蛋黃醬|糖|麵粉|玉米|優格|
https://icook.tw/recipes/73175,蔥油雞,https://dbjdsnch130xu.cloudfront.net/uploads/recipe/cover/73175/large_b1548f866bf00c96.jpg,不用再去外面買鹽水雞，用電鍋，就可以出好吃的雞肉切盤！,去骨雞腿|鹽|芝麻油|橄欖油|蔥|,1.去骨雞腿洗淨，把鹽巴及一匙芝麻油均勻抹在雞腿上，放在鍋或盤中，放入電鍋，外鍋放二杯水蒸。|2.將切好的蔥花，加入一小匙的芝麻油，一小匙的橄欖油拌均勻，備用。|3.待電鍋開關跳起，將雞腿取出，切好擺盤。|4.把蔥油淋到雞肉上，電鍋外鍋放半杯水，再把雞肉放回電鍋，悶個3-5分鐘後，即可上菜。|,鹽|油|油|洋蔥|優格|
https://icook.tw/recipes/67024,「酒香鹹豬肉」年菜輕鬆做,https://dbjdsnch130xu.cloudfront.net/uploads/recipe/cover/67024/large_ee11dfb1f55a1ea0.jpg,高粱酒的濃郁酒香，讓鹹豬肉更增添了層次感，從醃製，到料理，到保存，全部不藏私！新手也能做出廚師級的鹹豬肉！,帶皮五花肉(厚度2.5cm)|白米醋|蒜末|金門高粱酒(或米酒)|黑胡椒粒|花椒粒|蒜末|鹽巴|細砂糖|,"1.備好所有食材。帶皮五花肉事先洗淨，並用廚房紙巾擦乾表面水份。蒜頭切細末，備用。|2.(此步驟可省略) 每條五花肉，各切成兩段，方便少量食用。|3.取一鍋(不放油)，(小火)乾炒 黑胡椒粒、花椒粒、鹽巴和細砂糖，炒出香氣即可。|4.取一容器，倒進已炒好的(步驟3)，趁熱搗碎它們。|5.接著，再將高粱酒和蒜末倒進(步驟4)的容器裡，攪拌均勻，<span class=""group_2"">醃料</span>完成。|6.將每段五花肉一一放進塑膠袋裡，並將已完成的<span class=""group_2"">醃料</span>平均分配倒進各塑膠袋中。再用手將<span class=""group_2"">醃料</span>均勻塗滿五花肉表面，並稍加拍打按摩入味。|7.最後，綁緊各個塑膠袋封口，將鹹豬肉擺至冰箱冷藏2~3天入味。(偶爾取出搖晃翻面，讓各面醃製均勻)|8.【料理方法】取出已醃製好的鹹豬肉，先用清水洗淨表面醃料，再用廚房紙巾擦乾表面水份，備用。|9.(3)先蒸再烤：先蒸15分鐘，再用200度烤箱，烤20-25分鐘。|10.完成囉〜製作<span class=""group_1"">沾醬</span>，拌勻蒜末和白米醋即可。再斜切1支青蒜，搭配蒜苗食用也很棒！|11.【保存方法】先洗淨鹹豬肉的表面醃料，再擦乾水份，入鍋蒸15分鐘。放涼後，裝進新夾鏈袋裡，冷凍保存即可。|",醋|蒜|胡椒|蒜|鹽|糖|優格|
https://icook.tw/recipes/97412,花生麻糬,https://dbjdsnch130xu.cloudfront.net/uploads/recipe/cover/97412/large_9e45b7e0c042e9fc.jpg,配茶的好點心，QQ的好好吃！,花生粉|糯米粉|白砂糖|水|,1.糯米粉過篩後，與水混和攪拌均勻。|2.取一容器，容器裡抹油備用。|3.把攪拌好的糯米漿倒入容器裡，用大火蒸半小時左右。|4.取出搓揉至有Q感後，平均切成小塊。|5.取部分花生粉與白砂糖混合，包覆在小塊中，再沾上剩餘花生粉即可。或是直接裹上花生糖粉也可以。|,花生粉|糖|優格|
https://icook.tw/recipes/97229,【電鍋快速料理】清蒸鱈魚+自製蒜蓉醬汁,https://dbjdsnch130xu.cloudfront.net/uploads/recipe/cover/97229/large_9ffb3c63b95b6400.jpg,現代人講求快速又健康的料理，方便又能吃得健康就好!!  所以有機會妳也跟著我學學這道利用自製的醬，及幾個小撇步，保證讓您每一口，都吃得到魚肉的鮮美味!!全...,鱈魚|米酒|蒜末|薑末|香菜或蔥花|辣椒|蠔油|醋|細砂糖|,1.僅需於電鍋的鍋子中，倒入一杯水，按下煮飯鍵煮食。|2.滴米酒的作用，是要去除魚腥味所以這道程序千萬別忘了!!|3.以下是醬料的食材準備，皆憑個人口感酌量配製!!|4.此時…再酌量地加入一些細砂糖。|5.緊接著可以倒入一些蠔油、醋及一點點的白開水，並均勻攪拌。|6.本來是乾的，此時鱈魚湯汁全部都跑了出來!!|7.整整一碗的魚湯量，趕緊倒出來並分成了兩等份，叫雙胞胎倆都來滋補一下。|8.魚湯汁被倒出來後，就可以淋上剛才已製成的醬料嘍~|9.完全沒一滴點的魚腥味兒喔!!|,蒜|薑|蔥|辣椒|油|醋|糖|優格|
https://icook.tw/recipes/97736,銅鑼燒,https://dbjdsnch130xu.cloudfront.net/uploads/recipe/cover/97736/large_60fdef80f4c116de.jpg,自製銅鑼燒不用排隊買，可隨心所欲更換口味。,蛋|細砂糖|蜂蜜(可略)|低筋麵粉|奶粉|泡打粉(無鋁)|鹽|水|味醂|紅豆|二砂|麥芽|,1.［餡］：紅豆2米杯泡水８小時，加4米杯水用電鍋煮2次，外鍋都是用一杯水。（圖中紅豆較深色為表層，下層顏色是漂亮的紅豆色）|2.［餡］：煮好的紅豆(連同原鍋所餘少許水份)倒入炒鍋中，加入二砂翻炒，待糖融化後，以鍋鏟按壓，將紅豆壓散。等水份尚未全乾時加入麥芽繼續翻炒至成糰狀，起鍋鋪平盤放涼。請注意要持續翻炒，以避免燒焦。|3.［皮］：1.將雞蛋置蛋盆中，砂糖分次加，並加入蜂蜜，用電動打蛋器打至發白（完成顏色微黃）。|4.［皮］：2.將低筋麵粉、奶粉、泡打粉、鹽等粉類篩入蛋盆中，用半圓形刮刀，以翻切的方式拌勻。|5.［皮］：3.將水、味醂等液態類加入盆中，以打蛋器打勻，整體呈不流動狀態。靜置20分鐘。|6.［煎餅］1.加熱平底鍋，不抹油，轉小火。|7.［煎餅］2.將麵糊以大約一大匙的量舀入平底鍋中，以原地不動的方法，傾斜湯匙將麵糊倒入鍋中，自然會形成圓形。等表面開始冒泡，並且泡泡開始破掉時，就可翻面。|8.［煎餅］3.第二面再煎熟，但顏色不會像第一面均勻，可包在裡面。|9.將放涼的紅豆餡適量抹入餅皮中夾好稍壓緊即成。|10.請注意煎好的餅皮請迅速將其封好，以防風乾，影響口感。|,蛋黃醬|糖|蜂蜜|麵粉|鹽|優格|
https://icook.tw/recipes/58506,軟Ｑ蛋餅(免揉，免醒麵皮),https://dbjdsnch130xu.cloudfront.net/uploads/recipe/cover/58506/large_28d5fabd2bc361df.jpg,利用糊狀的麵粉液，做出軟Ｑ的蛋餅皮。可快速的煎出蛋餅。^^FB ↓↓↓↓↓  https://www.facebook.com/pages/La-cuis...,蛋/每份蛋餅|蛋|水|中筋麵粉|鹽巴|玉米粉|蔥粒|,1.製作麵糊：1. 1顆蛋先打散。2. 加入水攪拌。3. 加入麵粉，鹽巴及玉米粉。4. 加入蔥粒，用打蛋器，全部混合均勻，成為水狀麵糊。|2.製作麵皮：1. 鍋熱，加點油，下1～2湯瓢的麵糊。麵糊要先攪拌ㄧ下。2. 將鍋子拿起，轉動ㄧ圈，讓麵糊均勻散布呈圓形。3. 煎到ㄧ面8～9分熟，換面。4. 煎好後，將麵皮先盛起。※ 每次煎時，先攪拌麵糊，比較均勻。若覺得水不夠，再加ㄧ大湯瓢水進去。|3.製作蛋餅：1. 鍋熱，下1顆打散的蛋，轉動鍋子，讓蛋液呈圓形。2. 蓋上ㄧ片麵皮。 3. 加點番茄醬或醬油膏。4. 分三折，將蛋餅捲起。煎到你想要的金黃程度。|4.將蛋餅放到鉆板切ㄧ切，即可享用軟Ｑ的蛋餅早餐喔～～^^|,蛋|蛋黃醬|麵粉|鹽|玉米|蔥|優格|
https://icook.tw/recipes/97094,古早味煎蛋,https://dbjdsnch130xu.cloudfront.net/uploads/recipe/cover/97094/large_8eb08c4e547e5b14.jpg,哇，散發著醬香的煎蛋，配稀飯最好。這種香味是煎荷包蛋淋上醬油所沒有的喔~。更多食譜請見J.C HOUSE的Blog: http://it875317.pi...,雞蛋|蔥花|手工黑豆蔭油|,1.將蛋打入碗中，但不要打散。|2.預熱炒鍋，倒入油，等油夠熱後（開始冒一點點白煙），倒入雞蛋，完全不要動它。|3.待煎到蛋底下那面的邊緣有點焦黃時，可用炒匙輕輕推動蛋，免得黏鍋底，燒焦。更焦黃時翻面，要小心不要煎焦黑了。|4.等到另一面也有點焦黃時，倒入手工黑豆蔭油，用炒匙輕輕推動蛋。待煎得差不多時，再翻面稍微煎一下，即可起鍋。|5.盛盤，撒上些許蔥花。|,蛋|蔥|油|優格|
https://icook.tw/recipes/93999,電鍋自製布丁牛奶蛋糕【光泉鮮乳】,https://dbjdsnch130xu.cloudfront.net/uploads/recipe/cover/93999/large_943c8fbef57fd20c.jpg,雞蛋布丁加蛋糕是不是很甜蜜的組合呀！重點是無需烤箱烘烤， 一只電鍋就可完成，材料也很簡單，手邊只要雞蛋、糖和光泉鮮乳與麵粉，就可同時吃乳香味的焦糖布丁、綿...,雞蛋|砂糖|光泉鮮乳|香草精(可省略)|白砂糖|水|熱水|雞蛋(室溫)|砂糖|低筋麵粉|,"1.可以使用耐熱容器來蒸熱，我使用是8×7cm的磁杯4個。|2.空鍋裡倒入白砂糖與水，放置瓦斯爐以中小火熬煮，開始出現淡淡咖啡色時改小火際繼續煮，到顏色稍深一點關火，加入熱水(小心糖漿溫度非常高)，滾動一下鍋子就完成了。|3.<span class=""group_2"">焦糖</span>把焦糖液平均份量倒進4個杯子裡，放冰箱冷藏。|4.<span class=""group_1"">布丁</span>鍋裡放雞蛋與砂糖拌均勻。|5.<span class=""group_1"">布丁</span>另取一鍋倒進光泉鮮乳放瓦斯爐加熱，約鍋邊起泡泡變熱即可。|6.<span class=""group_1"">布丁</span>倒入步驟4蛋液裡，左手一點一點的倒，右手不停攪拌，加入香草精混合均勻就好。|7.<span class=""group_1"">布丁</span>將布丁液用濾網過濾，濾掉多餘泡泡和蛋渣。|8.<span class=""group_3"">蛋糕</span>雞蛋與砂糖放至調理盆，用打蛋器打至溼性發泡為止。(就是舉起打蛋器，蛋糊緩慢流下)|9.<span class=""group_1"">布丁</span>冰箱取出變硬的焦糖，將布丁液均分倒進去。|10.<span class=""group_3"">蛋糕</span>將篩過的低筋麵粉混合均勻，直到看不見粉粒。(別過度攪拌以免消泡)|11.平均倒入步驟7的布丁液上。|12.平均倒入步驟7的布丁液上。電鍋事先放2杯水(量米杯)，壓下按鈕加熱，5分鐘後放進布丁杯進去。|13.放上內蓋，再蓋上外鍋蓋且鍋邊插根筷子留一點點縫隙。這樣製作完的布丁泡泡會比較少些。(不放內蓋也可以)|14.按鈕跳起時，取出筷子蓋緊鍋蓋，繼續悶個10分鐘，取出放冷後可用小刀畫開過蛋糕邊緣，放置盤中倒扣就完成了。|15.是不是很美味啊|",蛋|糖|糖|蛋|糖|麵粉|優格|
